tweet,words_num,lex_div,emojis_num,demoji_text,slangs_num,deslang_text,total_slangs_emojis,deslang_demoji,response,tweet_no_unicode,safety,tweeter,emph,result,jhu,response_ld,jhu_ld,result_ld,tweeter_ld,emph_ld,response_word_num,jhu_word_num,result_word_num,tweeter_word_num,emph_word_num
it is through the mass percolation of grossly farcical eurocentric lies that allows schools to serve as surrogates of power &amp; suppression.,22,0.9545454545454546,0,it is through the mass percolation of grossly farcical eurocentric lies that allows schools to serve as surrogates of power & suppression.,0,it is through the mass percolation of grossly farcical eurocentric lies that allows schools to serve as surrogates of power amp suppression,0,it is through the mass percolation of grossly farcical eurocentric lies that allows schools to serve as surrogates of power &amp; suppression.,  and school violence is inculcated by larger festering issues beyond the bounds of hallways and textbooks. ,it is through the mass percolation of grossly farcical eurocentric lies that allows schools to serve as surrogates of power &amp; suppression.,0,i ' m not sure i understand what you ' re saying .,i agree .,i agree .,  i am not sure if i was a kid .,0.8888888888888888,0.7272727272727273,1.0,0.9090909090909091,1.0,16,9,2,10,2
and we're off! to phoenix then albuquerque!,8,1.0,0,and we are off! to phoenix then albuquerque!,0,and we are off to phoenix then albuquerque,0,and we're off! to phoenix then albuquerque!,  just look at all the zombies! ,and we're off! to phoenix then albuquerque!,0,i ' m so excited ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,oh wow ! that ' s a long trip !,i ' m so excited ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i am not sure if i was a kid .,0.875,0.7272727272727273,1.0,1.0,1.0,6,9,4,4,7
it's almost like kanye just realized jay was using him and doesn't need him anymore.,17,0.9333333333333332,0,it is almost like kanye just realized jay was using him and does not need him anymore.,0,it is almost like kanye just realized jay was using him and does not need him anymore,0,it's almost like kanye just realized jay was using him and doesn't need him anymore.,  was also prolly weird for jay that kanye so clearly infatuated with beyoncé ,it's almost like kanye just realized jay was using him and doesn't need him anymore.,1,i ' m not sure that ' s true . jay has been using him for years .,i think he ' s just trying to get his message across .,i think he ' s just trying to get his message across .,  i am sorry to hear that . i am sorry to hear that .,0.9333333333333333,0.5,1.0,0.9333333333333333,1.0,13,12,11,14,11
big scary cve,3,1.0,0,big scary cve,0,big scary cve,0,big scary cve,  how do i uninstall linux? please follow these instructions. ,big scary cve,0,i ' m not sure what that means .,what is that ?,i ' m not sure what that means .,  i know . i am not sure if i was a kid .,0.9090909090909091,0.6923076923076923,1.0,1.0,1.0,9,11,7,7,3
terrified that trump will be a challenge to hillary and draw broad support from unions.,15,1.0,0,terrified that trump will be a challenge to hillary and draw broad support from unions.,0,terrified that trump will be a challenge to hillary and draw broad support from unions,0,terrified that trump will be a challenge to hillary and draw broad support from unions.,  love their terror! ,terrified that trump will be a challenge to hillary and draw broad support from unions.,0,i ' m terrified that he will be a challenge to hillary and draw broad support from unions .,i ' m not sure i follow .,i ' m terrified that he will be a challenge to hillary and draw broad support from unions .,  i am not sure if i was a kid i would like to be a kid .,0.8,0.6111111111111112,0.9444444444444444,0.9444444444444444,0.8571428571428571,3,16,17,17,6
"in australia... driving the coastline, reminded of the beauty found throughout the world &amp; renewing my commitment t…",18,0.8888888888888888,0,"in australia... driving the coastline, reminded of the beauty found throughout the world & renewing my commitment t…",0,in australia driving the coastline reminded of the beauty found throughout the world amp renewing my commitment t…,0,"in australia... driving the coastline, reminded of the beauty found throughout the world &amp; renewing my commitment t",  let's of bullying/bullycide this 2016!!!! ,"in australia... driving the coastline, reminded of the beauty found throughout the world &amp; renewing my commitment t",0,i ' m so jealous ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,i love australia ! i ' ve been there a few times .,i ' m so jealous ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i am not sure if i could have a job .,0.8571428571428571,0.8333333333333334,1.0,1.0,0.9090909090909091,7,10,4,4,10
i want that deep inside of me.,7,1.0,0,i want that deep inside of me.,0,i want that deep inside of me,0,i want that deep inside of me.,  well... jetblue is currently running a sale... ,i want that deep inside of me.,0,i ' m not sure if i ' m ready for that deep inside of me .,"i ' m sorry , what ' s inside you ?",i ' m not sure if i ' m ready for that deep inside of me .,  i am sure you are . i am not sure if i was a kid .,0.8888888888888888,0.5625,0.8666666666666667,0.8666666666666667,1.0,7,14,14,14,7
i just ate turkey :o,5,1.0,0,i just ate turkey :o,1,i just ate turkey Oh,1,i just ate turkey :o,  i love cannibalism ,i just ate turkey :o,0,i ' m so sorry .,"oh , that ' s good . what did you eat ?","oh , that ' s good . what did you eat ?",  i am not sure if i had a kid .,0.8,0.8181818181818182,1.0,1.0,1.0,3,9,8,4,8
"moderator: hillary paid $225,000 by a brazilian bank for a speech that called for “open borders.” that’s a quote!",21,0.8421052631578947,0,"moderator: hillary paid $225,000 by a brazilian bank for a speech that called for “open borders.” that’s a quote!",0,moderator hillary paid 225000 by a brazilian bank for a speech that called for “open borders” that’s a quote,0,"moderator: hillary paid $225,000 by a brazilian bank for a speech that called for open borders. thats a quote!","  hillary is trying to kill our sovereignty with her immigration policies, media trying to avoid the subject, that's criminal ","moderator: hillary paid $225,000 by a brazilian bank for a speech that called for open borders. thats a quote!",0,she ' s a liar and a liar .,i ' m not sure what you ' re talking about .,she ' s a liar and a liar .,  i am not sure if i was a kid .,0.8571428571428571,0.7272727272727273,0.75,0.75,1.0,20,9,7,7,9
"awesome! the mothers of the movement won't be around to see the effects of it in 20-30 years only we will, congrats bro",25,0.8695652173913043,0,"awesome! the mothers of the movement will not be around to see the effects of it in 20-30 years only we will, congrats bro",2,awesome the mothers of the movement will not be around to see the effects of it in 2030 years only we will congratulations brother,2,"awesome! the mothers of the movement won't be around to see the effects of it in 20-30 years only we will, congrats bro","  and once again, if we are taking sides, i'm clearly on bernie and hillary's side ","awesome! the mothers of the movement won't be around to see the effects of it in 20-30 years only we will, congrats bro",0,thanks bro !,thanks !,thanks bro !,  you are right . i am sure you are .,0.8235294117647058,0.6,1.0,1.0,1.0,17,8,2,2,1
we build apps remotely!our portfolio ☞ let’s talk :) email to ☞ leads.com ☎ (212) 209 1537,16,0.9375,1,we build apps remotely!our portfolio ☞ let’s talk :) email to ☞ leads.com  telephone  (212) 209 1537,0,we build apps remotelyour portfolio ☞ let’s talk email to ☞ leadscom ☎ 212 209 1537,1,we build apps remotely!our portfolio  lets talk :) email to  leads.com  (212) 209 1537,  sent reply..kindly check and revert back to us ,we build apps remotely!our portfolio  lets talk :) email to  leads.com  (212) 209 1537,0,"hi , please submit your details here :",that ' s awesome ! i ' ll send you an e - mail .,"hi , please submit your details here :","  no , i am not . i am not a kid .",0.9,0.6363636363636364,1.0,1.0,1.0,9,9,6,6,10
want access to crooked hillary? don't forget - it's going to cost you!,14,0.9166666666666666,0,want access to crooked hillary? do not forget - it is going to cost you!,0,want access to crooked hillary do not forget it is going to cost you,0,want access to crooked hillary? don't forget - it's going to cost you!,"  wait, if you're telling us it's rigged we shouldn't bother voting right? i'm confused. tell me wha… ",want access to crooked hillary? don't forget - it's going to cost you!,1,i ' m sure you ' ll be fine .,i ' m not a hillary fan .,i ' m not a hillary fan .,  i am not sure . i am not sure if i was a kid .,0.9473684210526315,0.5333333333333333,1.0,0.875,1.0,21,13,6,7,6
to livestream my concert tonight or to not livestream my concert tonight?,12,0.5833333333333334,0,to livestream my concert tonight or to not livestream my concert tonight?,0,to livestream my concert tonight or to not livestream my concert tonight,0,to livestream my concert tonight or to not livestream my concert tonight?,  live stream duh ,to livestream my concert tonight or to not livestream my concert tonight?,0,i ' m going to livestream tonight .,i think you should do both .,i ' m going to livestream tonight .,  i am not sure . i am not sure .,0.8,0.5,1.0,1.0,1.0,3,8,6,6,6
i feel like it did make an impact. just might not be enough for this election (unless some really juicy stuff gets leaked),23,1.0,0,i feel like it did make an impact. just might not be enough for this election (unless some really juicy stuff gets leaked),0,i feel like it did make an impact just might not be enough for this election unless some really juicy stuff gets leaked,0,i feel like it did make an impact. just might not be enough for this election (unless some really juicy stuff gets leaked),  and trump's hate towards minorities and women and his weird love for russia ,i feel like it did make an impact. just might not be enough for this election (unless some really juicy stuff gets leaked),0,i ' m not sure it did . i think it was a big part of the election .,i agree . i think it ' s a good thing that the media is covering it .,i ' m not sure it did . i think it was a big part of the election .,  i am not sure . i am not sure if i was a kid .,0.8,0.5333333333333333,0.8235294117647058,0.8235294117647058,0.875,14,13,16,16,15
obama says his departure may fix what ails obamacare,9,1.0,0,obama says his departure may fix what ails obamacare,0,obama says his departure may fix what ails obamacare,0,obama says his departure may fix what ails obamacare,"  thanks mr. president, oh i mean god. hubris anyone. ",obama says his departure may fix what ails obamacare,0,i ' m sure he ' ll be able to fix it .,i ' m not sure what you mean .,i ' m sure he ' ll be able to fix it .,  i think i am not sure . i am not sure if i was a kid .,0.9090909090909091,0.5294117647058824,0.9090909090909091,0.9090909090909091,1.0,9,15,10,10,7
how do you find that on properties?,7,1.0,0,how do you find that on properties?,0,how do you find that on properties,0,how do you find that on properties?,"  then when you get to the folder on your computer studio's in, right click that and select properties ",how do you find that on properties?,0,i ' m not sure . i ' m not sure if it ' s on properties .,"i ' m not sure , i ' m not sure what you mean ?",i ' m not sure . i ' m not sure if it ' s on properties .,  i am not sure . i am not sure .,0.95,0.5,0.7142857142857143,0.7142857142857143,0.6666666666666666,19,8,13,13,11
does this work?,3,1.0,0,does this work?,0,does this work,0,does this work?,"  got it. an eclectic list to be sure. your flyers logo is in there, so that's a good thing. ",does this work?,0,i ' m not sure . i ' m not sure if it works .,i ' m not sure .,i ' m not sure . i ' m not sure if it works .,"  yes , i am . i am not sure if i could do that .",0.8571428571428571,0.7142857142857143,0.6666666666666666,0.6666666666666666,1.0,20,12,11,11,4
if you compare apples to apples it looks like this:,10,0.9,0,if you compare apples to apples it looks like this:,0,if you compare apples to apples it looks like this,0,if you compare apples to apples it looks like this:,"  trump 83 million news stories, shailene woodley 315,000. ",if you compare apples to apples it looks like this:,0,i ' m not sure i understand .,i agree . apples are much better than apples .,i agree . apples are much better than apples .,  i am not sure . i am not sure if i could do that .,0.9,0.6,0.8888888888888888,0.8571428571428571,0.8888888888888888,9,13,8,6,8
"today i'm starting a new job at . it wouldn't be a new job without a blog post, would it? ✍️",21,0.75,1,"today i am starting a new job at . it would not be a new job without a blog post, would it?  writing hand ",1,today i am starting a new job at it would not be a new job without a web log post would it ✍️,2,"today i'm starting a new job at . it wouldn't be a new job without a blog post, would it? ",  this blog post is awesome. really appreciate the honesty and thoroughness. ,"today i'm starting a new job at . it wouldn't be a new job without a blog post, would it? ",0,i ' m so proud of you ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,i think so . i ' m sure you ' ll do great .,i ' m so proud of you ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i will be there . i am not sure if i could do that .,0.9230769230769231,0.7333333333333333,1.0,1.0,0.9090909090909091,11,13,6,6,10
i can't make any sense of it. are there similar examples out there to compare this theory to?,19,0.8888888888888888,0,i can not make any sense of it. are there similar examples out there to compare this theory to?,0,i can not make any sense of it are there similar examples out there to compare this theory to,0,i can't make any sense of it. are there similar examples out there to compare this theory to?,  i view them as complementors. airline industry + travel industry is an example (see ,i can't make any sense of it. are there similar examples out there to compare this theory to?,0,i ' m not sure . i ' m not a scientist . i ' m just a fan of the idea that the world is a big place .,i think it ' s a good question . i ' m not sure .,i ' m not sure . i ' m not a scientist . i ' m just a fan of the idea that the world is a big place .,  i am not sure . i am not sure .,0.875,0.5,0.64,0.64,0.9166666666666666,13,8,24,24,11
yes finally i can say it yes.,7,0.8571428571428571,0,yes finally i can say it yes.,0,yes finally i can say it yes,0,yes finally i can say it yes.,  this dude afro kinda revealed it in his video lmao he said a bit too much ,yes finally i can say it yes.,0,i ' m so excited for this ! ! !,what is it ?,i ' m so excited for this ! ! !,  i am not sure if i was a kid .,0.9444444444444444,0.7272727272727273,1.0,1.0,1.0,16,9,6,6,3
7th &amp; bryant was closed until a few min ago due to a suspicious pkg. hoy! jamba's open now.,20,0.9473684210526316,0,7th & bryant was closed until a few min ago due to a suspicious pkg. hoy! jamba is open now.,1,7th amp bryant was closed until a few minute ago due to a suspicious pkg hoy jamba is open now,1,7th &amp; bryant was closed until a few min ago due to a suspicious pkg. hoy! jamba's open now.,  perfect day for jamba!! ,7th &amp; bryant was closed until a few min ago due to a suspicious pkg. hoy! jamba's open now.,0,i ' m so sorry ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,i ' m sorry to hear that .,i ' m sorry to hear that .,  i am sure you are . i am not sure if i was a kid .,0.8333333333333334,0.5625,1.0,1.0,1.0,4,14,6,4,6
"i only rate as a ""mauvais homme,"" which doesn't sound dastardly enough.",13,1.0,0,"i only rate as a ""mauvais homme,"" which does not sound dastardly enough.",0,i only rate as a mauvais homme which does not sound dastardly enough,0,"i only rate as a ""mauvais homme,"" which doesn't sound dastardly enough.","  yeah, not quite evocative enough; doesn't drip with racial menace. ","i only rate as a ""mauvais homme,"" which doesn't sound dastardly enough.",0,"i ' m a big fan of the "" mauvais homme "" .",mauvais homme is a great choice .,"i ' m a big fan of the "" mauvais homme "" .",  i am sorry to hear that . i am not sure what that means .,0.9166666666666666,0.7333333333333333,0.9166666666666666,0.9166666666666666,1.0,11,13,9,9,6
this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur…,25,0.8,0,this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur…,0,this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur…,0,this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur,"  this is insane. i get they wanna protect the scene, but this far away? that's bonkers ",this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur,0,i ' m so sorry . i ' m so sorry .,that is so sad .,that is so sad .,  i am sorry . i am sorry .,0.8888888888888888,0.5,1.0,0.5555555555555556,1.0,17,6,4,8,4
megyn kelly grills dnc chair on sharing town hall question with clinton camp,13,1.0,0,megyn kelly grills dnc chair on sharing town hall question with clinton camp,0,megyn kelly grills dnc chair on sharing town hall question with clinton camp,0,megyn kelly grills dnc chair on sharing town hall question with clinton camp,  ms. brazile you behavior should not be tolerated by cnn. ,megyn kelly grills dnc chair on sharing town hall question with clinton camp,0,she ' s a disgrace .,i ' m not familiar with that .,she ' s a disgrace .,  i am not sure if i was a kid .,0.9166666666666666,0.7272727272727273,1.0,1.0,1.0,10,9,4,4,6
who won the debate ?,4,1.0,0,who won the debate ?,0,who won the debate,0,who won the debate ?,"  fool us once, why don't you post did better in his pole. ",who won the debate ?,0,the debate was a joke .,i don ' t know .,the debate was a joke .,  i am not sure . i am not sure if i was a kid .,0.9285714285714286,0.5333333333333333,1.0,1.0,1.0,13,13,5,5,4
a child in pakistan polishes shoes to earn a living pic via,12,0.9166666666666666,0,a child in pakistan polishes shoes to earn a living pic via,1,a child in pakistan polishes shoes to earn a living picture via,1,a child in pakistan polishes shoes to earn a living pic via,"  a shame for all the ppl supporting pmln who doesn't care of these children, u r bling and heartless... ",a child in pakistan polishes shoes to earn a living pic via,0,i ' m sure he ' s a good boy .,"wow , that is impressive .",i ' m sure he ' s a good boy .,  i am sorry . i am not sure if i was a kid .,0.9523809523809523,0.6428571428571429,1.0,1.0,1.0,20,12,8,8,4
“please don't interrupt the script.” – living life according to the scriptures 🙏🏽,12,0.9230769230769232,1,“please do not interrupt the script.” – living life according to the scriptures  folded hands: medium skin tone ,0,“please do not interrupt the script” – living life according to the scriptures 🙏🏽,1,please don't interrupt the script.  living life according to the scriptures ,"  “don’t tell me how to live my life, fastlane!” *quits the terminal* ",please don't interrupt the script.  living life according to the scriptures ,0,i ' m not interrupting the script . i ' m just saying that the script is not the only thing that matters .,"i ' m sorry , i ' m not sure what you mean .",i ' m not interrupting the script . i ' m just saying that the script is not the only thing that matters .,  i am sorry . i am sorry .,0.9285714285714286,0.5,0.6190476190476191,0.6190476190476191,0.8181818181818182,13,6,20,20,10
"(with subscription support plans 😉). but yeah, that's great. would love more payg in b2c. everyone chasing that recurring revenue.",20,1.0,1,"(with subscription support plans  winking face ). but yeah, that is great. would love more payg in b2c. everyone chasing that recurring revenue.",0,with subscription support plans 😉 but yeah that is great would love more payg in b2c everyone chasing that recurring revenue,1,"(with subscription support plans ). but yeah, that's great. would love more payg in b2c. everyone chasing that recurring revenue.","  there'd probably be more payg products, if they were good enough to keep people using them. ","(with subscription support plans ). but yeah, that's great. would love more payg in b2c. everyone chasing that recurring revenue.",0,i ' m not sure what the plan is . i ' m sure it ' s a good one .,i agree . i ' m not a fan of payg .,i ' m not sure what the plan is . i ' m sure it ' s a good one .,  i am not sure if i could do that .,0.8888888888888888,0.8181818181818182,0.7647058823529411,0.7647058823529411,0.9,17,9,16,16,9
about to go home and make something in my new crock pot because i'm a fucking adult.,18,1.0,0,about to go home and make something in my new crock pot because i am a fucking adult.,0,about to go home and make something in my new crock pot because i am a fucking adult,0,about to go home and make something in my new crock pot because i'm a fucking adult.,  crock pots are awesome! here’re some recipes i’ve saved: recommend the lemon chicken &amp; honey sriracha ,about to go home and make something in my new crock pot because i'm a fucking adult.,1,i ' m going to make a chicken soup and a salad .,i love making crock pot food !,i love making crock pot food !,  i am not sure if i could have a job .,0.9444444444444444,0.8333333333333334,1.0,0.9166666666666666,1.0,18,10,6,11,6
total bs article my 400 meter times always slower after cigars many cancers associated w/ cigars,16,0.9375,0,total bs article my 400 meter times always slower after cigars many cancers associated w/ cigars,1,total bulls**t article my 400 meter times always slower after cigars many cancers associated w cigars,1,total bs article my 400 meter times always slower after cigars many cancers associated w/ cigars,  well don't run after you smoke a cigar... i run and smoke a cigar at the same time and my time is good. ,total bs article my 400 meter times always slower after cigars many cancers associated w/ cigars,0,"i ' m not sure what you mean by "" slower "" .",i ' m not sure what you ' re talking about .,"i ' m not sure what you mean by "" slower "" .",  oh okay . i am not sure if i was a kid .,0.72,0.7692307692307693,0.9166666666666666,0.9166666666666666,1.0,24,11,9,9,9
approved repub. nominees for scotus.,5,1.0,0,approved repub. nominees for scotus.,0,approved repub nominees for scotus,0,approved repub. nominees for scotus.,"  as senator, one vote? ",approved repub. nominees for scotus.,0,"i ' m not sure what you mean by "" approved "" .",i ' m not sure i follow .,"i ' m not sure what you mean by "" approved "" .",  i am not sure if i was a kid .,0.8333333333333334,0.7272727272727273,0.9166666666666666,0.9166666666666666,0.8571428571428571,4,9,9,9,6
i'm no longer replying lol,6,1.0,0,i am no longer replying lol,1,i am no longer replying laughing out loud,1,i'm no longer replying lol,"  the worst pet is you read the apocrypha and all these other books and you think you're enlightened, you're deceived ",i'm no longer replying lol,0,i ' m not even gonna respond to this,oh no ! what happened ?,i ' m not even gonna respond to this,  i am not sure if i was a kid .,0.7727272727272727,0.7272727272727273,1.0,1.0,1.0,22,9,8,8,4
china along with north korea will easily dominate the area and will sink japan &amp; south korea in a minute,20,0.9,0,china along with north korea will easily dominate the area and will sink japan & south korea in a minute,0,china along with north korea will easily dominate the area and will sink japan amp south korea in a minute,0,china along with north korea will easily dominate the area and will sink japan &amp; south korea in a minute,  we will be invaded from the south were communist nations like venezuela and cuba will provide their comrades a bridge to us. ,china along with north korea will easily dominate the area and will sink japan &amp; south korea in a minute,1,china will be the first to take over the world .,i don ' t think so . china is a very strong country .,i don ' t think so . china is a very strong country .,  i am not sure if i was a kid .,0.875,0.7272727272727273,1.0,0.9090909090909091,1.0,22,9,11,10,11
"i hate when people think i'm playing hard to get, i'm not playing hard to get i just don't like you lol",25,0.7272727272727273,0,"i hate when people think i am playing hard to get, i am not playing hard to get i just do not like you lol",1,i hate when people think i am playing hard to get i am not playing hard to get i just do not like you laughing out loud,1,"i hate when people think i'm playing hard to get, i'm not playing hard to get i just don't like you lol",  can't be any clearer than this ,"i hate when people think i'm playing hard to get, i'm not playing hard to get i just don't like you lol",1,"i ' m not playing hard to get , i ' m playing hard to get .",i know right ? i hate when people think they are better than me .,i know right ? i hate when people think they are better than me .,  i am not sure if i was a kid .,0.875,0.7272727272727273,0.9285714285714286,0.5714285714285714,0.9285714285714286,7,9,13,13,13
why christian leader jerry falwell jr is standing by trump. in his own words:,14,1.0,0,why christian leader jerry falwell jr is standing by trump. in his own words:,0,why christian leader jerry falwell jr is standing by trump in his own words,0,why christian leader jerry falwell jr is standing by trump. in his own words:,  sadly reporters replaced with pretty readers of teleprompter network's propaganda.who do not co… ,why christian leader jerry falwell jr is standing by trump. in his own words:,0,i ' m sure he ' s a christian .,why is he standing by trump ?,i ' m sure he ' s a christian .,  i am not sure if i was a kid .,0.9333333333333333,0.7272727272727273,1.0,1.0,1.0,15,9,7,7,6
"doesn't matter how much autonomous tech they develop, they won't own the means of manufacturing the cars",19,0.8823529411764706,0,"does not matter how much autonomous tech they develop, they will not own the means of manufacturing the cars",0,does not matter how much autonomous tech they develop they will not own the means of manufacturing the cars,0,"doesn't matter how much autonomous tech they develop, they won't own the means of manufacturing the cars",  won't the cars be interchangeable? will people care about car brand? i care about reliable brand picking me up &amp; dropping me off. ,"doesn't matter how much autonomous tech they develop, they won't own the means of manufacturing the cars",0,i ' m not sure that ' s true . i think they ' ll have to buy the cars themselves .,that is true . but they will still be able to make cars .,i ' m not sure that ' s true . i think they ' ll have to buy the cars themselves .,  i am sure you are . i am not sure if i was a kid .,0.76,0.5625,0.9444444444444444,0.9444444444444444,0.9230769230769231,24,14,17,17,12
killing it on with she has solid thoughts and does her best to keep it balanced. the best fox has right now,22,0.8636363636363636,0,killing it on with she has solid thoughts and does her best to keep it balanced. the best fox has right now,0,killing it on with she has solid thoughts and does her best to keep it balanced the best fox has right now,0,killing it on with she has solid thoughts and does her best to keep it balanced. the best fox has right now,"  , thanks russ! i try to play it honest and straight. ",killing it on with she has solid thoughts and does her best to keep it balanced. the best fox has right now,0,"i ' m not sure i agree . i think she ' s a bit too much of a "" i ' m not a fan of trump "" guy .",i agree . she is a great character .,"i ' m not sure i agree . i think she ' s a bit too much of a "" i ' m not a fan of trump "" guy .",  i have a son . he is a detective .,0.9166666666666666,0.8,0.6666666666666666,0.6666666666666666,1.0,10,8,24,24,7
hillary and donald seem to be getting along. chatting away with a cardinal dolan dmz at the al smith dinner.…,20,1.0,0,hillary and donald seem to be getting along. chatting away with a cardinal dolan dmz at the al smith dinner.…,0,hillary and donald seem to be getting along chatting away with a cardinal dolan dmz at the al smith dinner…,0,hillary and donald seem to be getting along. chatting away with a cardinal dolan dmz at the al smith dinner.,  where's bill? rapists not allowed? ,hillary and donald seem to be getting along. chatting away with a cardinal dolan dmz at the al smith dinner.,0,i ' m sure he ' s a great guy .,i ' m not sure what you ' re talking about .,i ' m sure he ' s a great guy .,  that is awesome . i hope you are okay .,0.8571428571428571,0.8,1.0,1.0,1.0,6,8,8,8,9
its dissapointing when the promotion has been so great &amp; the core game is a step up,17,0.8823529411764706,0,its dissapointing when the promotion has been so great & the core game is a step up,0,its dissapointing when the promotion has been so great amp the core game is a step up,0,its dissapointing when the promotion has been so great &amp; the core game is a step up,"  i agree with both of you, i've had the same controller issue in universe mode as well! ",its dissapointing when the promotion has been so great &amp; the core game is a step up,0,i ' m not sure what you mean by that .,i agree . i ' m not a big fan of the core game .,i ' m not sure what you mean by that .,  i am not sure if i was a kid .,0.9473684210526315,0.7272727272727273,1.0,1.0,0.9230769230769231,18,9,9,9,12
fundamental difference between trump wealth &amp; clinton wealth. trump created value to get rich. hillary sold access and favors to make $!,21,0.8636363636363636,0,fundamental difference between trump wealth & clinton wealth. trump created value to get rich. hillary sold access and favors to make $!,0,fundamental difference between trump wealth amp clinton wealth trump created value to get rich hillary sold access and favors to make,0,fundamental difference between trump wealth &amp; clinton wealth. trump created value to get rich. hillary sold access and favors to make $!,  this is ridiculously stupid and easy to debunk ,fundamental difference between trump wealth &amp; clinton wealth. trump created value to get rich. hillary sold access and favors to make $!,0,trump is a fraud . he is a fraud .,i agree with you .,trump is a fraud . he is a fraud .,  i am not sure if i was a kid .,0.9,0.7272727272727273,0.6666666666666666,0.6666666666666666,1.0,8,9,8,8,4
